"Name_UID","Person_UID","Name_Type","Place_of_Birth","Date_of_Birth","Forename1","Forename2","Forename3","Forename4","Surname","Forename1_Metaphone","Forename2_Metaphone","Forename3_Metaphone","Forename4_Metaphone","Surname_Metaphone"
887,887,"P","MANCHESTER","1926-01-24","JOYCE",NULL,NULL,NULL,"TINNING","JS","","","","TNNK"
888,888,"P","MILTON HANTS","1965-01-31","WENDY","ANN",NULL,NULL,"RIPLEY","WNT","AN","","","RPL"
889,889,"P","BRAZIL",NULL,"MONICA",NULL,NULL,NULL,"WALTERS","MNK","","","","WLTR"
890,890,"P","WIDNES","1945-01-20","KENNETH",NULL,NULL,NULL,"BARCAS","KN0","","","","BRKS"
891,891,"P","BOLTON LANCS","1966-01-04","JOANNE",NULL,NULL,NULL,"KHAN","JN","","","","KHN"
892,892,"P","LIVERPOOL","1950-01-09","ALAN",NULL,NULL,NULL,"TWIST","ALN","","","","TWST"
893,893,"P","MIDDLESBROUGH","1978-01-19","RICHARD","PHILIP",NULL,NULL,"HARRIS","RXRT","FLP","","","HRS"
894,894,"P","JAMAICA","1933-01-05","CLARENCE","AUGUSTUS",NULL,NULL,"LUMSDEN","KLRN","AKST","","","LMST"
895,895,"P","ALRESFORD","1946-01-05","ISABEL","LEANDA",NULL,NULL,"WHITEHEAD","ISBL","LNT","","","WTHT"
896,896,"P","MANCHESTER","1949-01-24","LESLEY",NULL,NULL,NULL,"BRENNAN","LSL","","","","BRNN"
897,897,"P","HILLINGDON","1960-01-08","LINDA","MAY",NULL,NULL,"SAAD","LNT","M","","","ST"
898,898,"P","BARBADOS","1931-01-15","RUFUS","SINCLAIR",NULL,NULL,"KILBY","RFS","SNKL","","","KLB"
899,899,"P","PORTSMOUTH","1970-01-08","PAUL","MARTIN",NULL,NULL,"BLOCK","PL","MRTN","","","BLK"
900,900,"P","STOCKPORT","1958-01-22","KEVIN",NULL,NULL,NULL,"BARNES","KFN","","","","BRNS"
901,901,"P","HUDDERSFIELD","1963-01-04","DAVID","ALAN",NULL,NULL,"TODD","TFT","ALN","","","TT"
902,902,"P","INDIA","1937-01-24","COLLEEN","DOREEN",NULL,NULL,"COOK","KLN","TRN","","","KK"
903,903,"P","LEICESTER","1960-01-02","STUART","KENNETH",NULL,NULL,"LONG","STRT","KN0","","","LNK"
904,904,"P","BIRMINGHAM","1969-01-18","NICHOLAS","ANTHONY",NULL,NULL,"HARDING","NXLS","AN0N","","","HRTN"
905,905,"P","LIVERPOOL","1947-01-18","PETER",NULL,NULL,NULL,"TAYLOR","PTR","","","","TLR"
906,906,"P","LEEDS","1952-01-05","DAVID",NULL,NULL,NULL,"ADENIRAN","TFT","","","","ATNR"
907,907,"P","BLACKHEATH","1948-01-16","VICTORIA","CAROL",NULL,NULL,"MURDOCH","FKTR","KRL","","","MRTX"
908,908,"P","LIVERPOOL","1927-01-28","JOHN","STANLEY",NULL,NULL,"BOULTER","JN","STNL","","","BLTR"
909,909,"P","HARTLEPOOL","1955-01-13","BARRY",NULL,NULL,NULL,"SAYERS","BR","","","","SYRS"
910,910,"P","GLASGOW","1932-01-18","DONALD","CAMPBELL",NULL,NULL,"MOONEY","TNLT","KMPB","","","MN"
911,911,"P","WINCHESTER HAMPSHIRE","1976-01-14","CHRISTIAN","RICHARD",NULL,NULL,"HOBDEN","XRSX","RXRT","","","HBTN"
912,912,"P","BARNSLEY","1974-01-16","SHANE","CHRISTOPHER",NULL,NULL,"HEYES","XN","XRST","","","HYS"
913,913,"P","LEICESTER","1960-01-22","RAYMOND","JOHN",NULL,NULL,"DAVIES","RMNT","JN","","","TFS"
914,914,"P","BRISTOL","1960-01-10","CHERI","DOROTHY",NULL,NULL,"JANES","KR","TR0","","","JNS"
915,915,"P","WESTON/MARE","1967-01-13","RICHARD","CYRIL",NULL,NULL,"MEE","RXRT","SRL","","","M"
916,916,"P","LIVERPOOL","1944-01-23","JOSEPH","EDWARD",NULL,NULL,"MOWATT","JSF","ETWR","","","MWT"
917,917,"P","MANCHESTER","1940-01-31","NORAH",NULL,NULL,NULL,"CUNNINGHAM","NR","","","","KNNK"
918,918,"P","SURREY","1964-01-22","STEPHEN","BARRY",NULL,NULL,"WALTON","STFN","BR","","","WLTN"
919,919,"P","WOOLWICH LDN","1958-01-07","BRENDA","ANN",NULL,NULL,"PICKENS","BRNT","AN","","","PKNS"
920,920,"P","BLACKBURN","1946-01-31","JAMES","MARTIN",NULL,NULL,"TOUT","JMS","MRTN","","","TT"
921,921,"P","BIRMINGHAM","1961-01-18","NEIL","RONALD",NULL,NULL,"JOINER","NL","RNLT","","","JNR"
922,922,"P","MUSSELBURGH","1955-01-28","BRIAN","ALEXANDER",NULL,NULL,"MCKEE","BRN","ALKS","","","MK"
923,923,"P","AYLESBURY","1966-01-23","SIMON","PETER",NULL,NULL,"VIRCIGLIO","SMN","PTR","","","FRSK"
924,924,"P","DUNSTABLE","1953-01-27","DAVID","LACHLAN","ROSS",NULL,"NATH","TFT","LXLN","RS","","N0"
925,925,"P","READING","1963-01-22","ORNELLA","PAOLA",NULL,NULL,"HOWARD","ORNL","PL","","","HWRT"
926,926,"P","SHREWSBURY","1962-01-18","SUSAN","NICOLA",NULL,NULL,"DOUGLAS","SSN","NKL","","","TKLS"
927,927,"P","SWANSEA","1953-01-20","ROYSTON","JAMES",NULL,NULL,"GREEN","RSTN","JMS","","","KRN"
928,928,"P","REDDITCH","1963-01-13","ANDREW","PHILIP",NULL,NULL,"RADWELL","ANTR","FLP","","","RTWL"
929,929,"P","DERBY","1955-01-29","PAUL",NULL,NULL,NULL,"RATCLIFFE","PL","","","","RTKL"
930,930,"P","HACKNEY LDN","1967-01-09","MARTIN","HENRY",NULL,NULL,"COOK","MRTN","HNR","","","KK"
931,931,"P","DORSET","1965-01-22","DANIEL","JAMES",NULL,NULL,"TAYLOR","TNL","JMS","","","TLR"
932,932,"P","MANCHESTER","1957-01-18","DIANE",NULL,NULL,NULL,"LOCKHART","TN","","","","LKHR"
933,933,"P","LEEDS","1955-01-26","GILLIAN","ANNE",NULL,NULL,"BROWN","JLN","AN","","","BRN"
934,934,"P","BRISTOL","1944-01-02","ANDREW","VENN",NULL,NULL,"HARPER","ANTR","FN","","","HRPR"
935,935,"P","PLYMOUTH","1973-01-19","BARRY","FREDERICK",NULL,NULL,"MACGARRY","BR","FRTR","","","MKKR"
936,936,"P","HARROGATE","1975-01-20","BRENDAN","ASHLEY",NULL,NULL,"RITCHIE","BRNT","AXL","","","RX"
937,937,"P","BEBINGTON","1966-01-11","SHARON","MARGARET",NULL,NULL,"POPAY","XRN","MRKR","","","PP"
938,938,"P","DAGENHAM","1933-01-28","CHARLES","JOHN",NULL,NULL,"PRIOR","KRLS","JN","","","PRR"
939,939,"P","WOODHALL SPA","1962-01-03","ALLAN","RICHARD",NULL,NULL,"WHITE","ALN","RXRT","","","WT"
940,940,"P","LONDON","1961-01-05","JOHN","ARTHUR",NULL,NULL,"COSTON","JN","AR0R","","","KSTN"
941,941,"P","ROTHERHAM","1939-01-30","TERRENCE","DONALD",NULL,NULL,"NICHOLAS","TRNS","TNLT","","","NXLS"
942,942,"P","SHREWSBURY","1974-01-18","LEE","MICHAEL",NULL,NULL,"BRADLEY","L","MXL","","","BRTL"
943,943,"P","SURREY","1966-01-16","SHIREEN",NULL,NULL,NULL,"DONEGAN","XRN","","","","TNKN"
944,944,"P","OAKDALE","1948-01-01","MICHAEL","JOHN",NULL,NULL,"WAITE","MXL","JN","","","WT"
945,945,"P","MOTHERWELL","1937-01-04","JOHN",NULL,NULL,NULL,"MCGUIRE","JN","","","","MKKR"
946,946,"P","SALFORD","1957-01-05","GRAHAM","GEORGE",NULL,NULL,"SEISDEDOS","KRHM","JRJ","","","SSTT"
947,947,"P","GATESHEAD","1968-01-05","BARRY",NULL,NULL,NULL,"SPIRES","BR","","","","SPRS"
948,948,"P","BILLINGE","1951-01-25","NORMAN",NULL,NULL,NULL,"DALY","NRMN","","","","TL"
949,949,"P","GOSPORT","1944-01-28","DAVID","ALLAN",NULL,NULL,"BRAND","TFT","ALN","","","BRNT"
950,950,"P","CAMBERWELL","1962-01-15","RONALD","LEONARD",NULL,NULL,"TAYLOR","RNLT","LNRT","","","TLR"
951,951,"P","LEIGH","1943-01-02","JAMES",NULL,NULL,NULL,"MCCOY","JMS","","","","MKK"
952,952,"P","GRAVESEND","1926-01-24","JEAN","IRIS",NULL,NULL,"MCNULTY","JN","IRS","","","MKNL"
953,953,"P","CHELTENHAM","1956-01-29","JANE",NULL,NULL,NULL,"TRAYNOR","JN","","","","TRNR"
954,954,"P","FEATHERSTONE","1955-01-16","JACQUELINE","FRANCIS",NULL,NULL,"PARK","JKKL","FRNS","","","PRK"
955,955,"P","MANCHESTER","1950-01-23","LEONARD","DONALD",NULL,NULL,"MULLEN","LNRT","TNLT","","","MLN"
956,956,"P","BRIGHTON","1970-01-15","MICHAEL","GARY",NULL,NULL,"PETTET","MXL","KR","","","PTT"
957,957,"P","LONDON","1951-01-27","MARGARET","ANNE",NULL,NULL,"MASON","MRKR","AN","","","MSN"
958,958,"P","HULL","1960-01-06","GRAHAM","MARK",NULL,NULL,"LEAKE","KRHM","MRK","","","LK"
959,959,"P","GLASGOW","1950-01-25","JAMES",NULL,NULL,NULL,"SHERGILL","JMS","","","","XRJL"
960,960,"P","LEEDS","1940-01-16","ROBERT",NULL,NULL,NULL,"COOKSON","RBRT","","","","KKSN"
961,961,"P","ENFIELD","1951-01-02","DAVID","HOWARD",NULL,NULL,"GILMOUR","TFT","HWRT","","","JLMR"
962,962,"P","MANCHESTER","1958-01-05","BARRY","LEONARD",NULL,NULL,"BANGURA","BR","LNRT","","","BNKR"
963,963,"P","WHITECHAPEL","1949-01-23","RICHARD","ALBERT",NULL,NULL,"COOK","RXRT","ALBR","","","KK"
964,964,"P","LONDON","1941-01-28","PATRICIA","JOE'S",NULL,NULL,"IHSAN","PTRX","JS","","","ISN"
965,965,"P","LEEDS","1964-01-28","DIANE",NULL,NULL,NULL,"GANSON","TN","","","","KNSN"
966,966,"P","GRAVESEND","1971-01-20","RASWINDER","SINGH",NULL,NULL,"GOMERSALL","RSWN","SN","","","KMRS"
967,967,"P",NULL,NULL,"JOHN","HAROLD",NULL,NULL,"LAPHAM","JN","HRLT","","","LFM"
968,968,"P","DEVIZES","1956-01-27","PETER","CLIVE",NULL,NULL,"MILNE","PTR","KLF","","","MLN"
969,969,"P","ENFIELD","1952-01-20","FRANK",NULL,NULL,NULL,"FLETCHER","FRNK","","","","FLXR"
970,970,"P","LIVERPOOL","1962-01-21","STEPHEN","JAMES",NULL,NULL,"DILLON","STFN","JMS","","","TLN"
971,971,"P","WEMBLEY","1952-01-15","SAMUEL","GEORGE",NULL,NULL,"RUSH","SML","JRJ","","","RX"
972,972,"P","SHOREHAM SX","1971-01-05","PAUL","STEPHEN",NULL,NULL,"COLEMAN","PL","STFN","","","KLMN"
973,973,"P","ARBROATH","1951-01-12","JAMES","ALLAN",NULL,NULL,"ALLEN","JMS","ALN","","","ALN"
974,974,"P","MANCHESTER","1954-01-06","STEWART","WESLEY",NULL,NULL,"KELLY","STWR","WSL","","","KL"
975,975,"P","WARRINGTON","1960-01-16","VINCENT",NULL,NULL,NULL,"NEVILLE","FNSN","","","","NFL"
976,976,"P","BIRMINGHAM","1965-01-01","JANE",NULL,NULL,NULL,"STOWERS","JN","","","","STWR"
977,977,"P","HEREFORD","1959-01-18","LLOYD","JAMES",NULL,NULL,"HALLAM","LT","JMS","","","HLM"
978,978,"P","NEWCASTLE/TY","1945-01-28","COLIN",NULL,NULL,NULL,"MURPHY","KLN","","","","MRF"
979,979,"P","BRISTOL","1951-01-04","MARGARET","ANNE",NULL,NULL,"ARNDT","MRKR","AN","","","ARNT"
980,980,"P","BARKING","1960-01-12","STEVEN","PAUL",NULL,NULL,"NIVEN","STFN","PL","","","NFN"
981,981,"P","HARROW","1937-01-02","MICHAEL",NULL,NULL,NULL,"SHARPE","MXL","","","","XRP"
982,982,"P","WORKSOP","1960-01-18","HELEN",NULL,NULL,NULL,"MARSHALL","HLN","","","","MRXL"
983,983,"P","OSWESTRY","1970-01-24","JOHN","ANDREW",NULL,NULL,"COLFER","JN","ANTR","","","KLFR"
984,984,"P","BRIGHTON","1957-01-13","PATRICIA","JOAN",NULL,NULL,"PRICE","PTRX","JN","","","PRS"
985,985,"P","HUDDERSFIELD","1944-01-01","GERALD","HOWARD",NULL,NULL,"BOURNE","JRLT","HWRT","","","BRN"
986,986,"P","LIVERPOOL","1941-01-12","HUGH",NULL,NULL,NULL,"PARKES","H","","","","PRKS"
987,987,"P","LIMERICK","1951-01-13","JOHN","ANTHONY",NULL,NULL,"DOLAN","JN","AN0N","","","TLN"
988,988,"P","POLAND","1959-01-15","MIROSLAWA",NULL,NULL,NULL,"CAMPBELL","MRSL","","","","KMPB"
989,989,"P","ASHFIELD","1965-01-23","DEAN",NULL,NULL,NULL,"LOCKWOOD","TN","","","","LKWT"
990,990,"P","SWANSEA","1958-01-24","STEPHEN",NULL,NULL,NULL,"ARTHUR","STFN","","","","AR0R"
991,991,"P","DERBY","1955-01-06","DAVID","CHARLES",NULL,NULL,"MCDERMOTT","TFT","KRLS","","","MKTR"
992,992,"P","ROTHERHAM","1924-01-22","IVY",NULL,NULL,NULL,"TROTH","IF","","","","TR0"
993,993,"P","LONDON","1959-01-18","ALAN",NULL,NULL,NULL,"KIRK","ALN","","","","KRK"
994,994,"P","BARROW/FURNE","1976-01-04","ADAM",NULL,NULL,NULL,"RAHIM","ATM","","","","RHM"
995,995,"P","WHISTON","1951-01-10","PAMELA","JACQUELINE",NULL,NULL,"O'CONNOR","PML","JKKL","","","OKNR"
996,996,"P","BIRMINGHAM","1951-01-06","THOMAS","ALAN",NULL,NULL,"DANYLENKO","0MS","ALN","","","TNLN"
997,997,"P","DOWNHAM","1961-01-08","CLIFF","RICHARD",NULL,NULL,"SIMPSON","KLF","RXRT","","","SMPS"
998,998,"P","EDINBURGH","1959-01-19","ALASTAIR",NULL,NULL,NULL,"GIBSON","ALST","","","","JBSN"
999,999,"P","LONDON","1964-01-05","CLARE","FRANCES",NULL,NULL,"LANG","KLR","FRNS","","","LNK"
1000,1000,"P","HEMSWORTH","1961-01-08","CLIFFORD",NULL,NULL,NULL,"SIMPKINS","KLFR","","","","SMPK"
